TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º]
2015-01-29/17:10:12,281.498,6808.654812,3407.35,2838.01,-5166.57,-60.3144,82.3434,0.918066,12.563,15.9489,6.7171988,6.7441695,-155.82399,60.857771,-65.240673,-303.55354,16.500959,-4.3068076,304.0322053,-292.25497,42.565473,-13.260905,-1.0955413,-1.829555,-4.5755121,5.048048456,-3.7523907,-8.5794941,-13.381328,5.29057,16.7871,5.11376,16.9097,27.6791,0.179079,3.82698,0.87092821,0.22627171,-0.43621687,0.622222,0.0,0.782841,0.987478,357.172,31.469481,39.770702,82.8559,5.1116342,8.222599505,9.661176342,2.6040701,1.2994264,1.3046438,1.2535,0.4836453611,12.99130688,0.9696589597,628.6263238,1.329624943,64.32624005,59.97062521
2015-01-31/14:49:17,282.676,7542.2601,4483.56,1491.83,-5878.59,-68.9346,116.241,0.918935,1.96802,2.4689,35.497227,17.977978,-237.89007,122.99751,-139.21145,-512.84203,28.207338,1.9928054,513.6210402,-475.86671,51.320995,-7.4987424,-1.5632572,6.115512,0.80116637,6.362792441,-1.045127,15.786802,8.0539964,6.75953,18.3729,6.4313,18.298,25.4379,0.230029,1.15283,0.8514622,0.28467284,-0.44042422,0.597808,0.0,0.80164,0.979626,1214.71,99.995639,83.915325,89.4866,3.2902931,4.295321518,5.136434402,1.0245496,0.68010341,0.34444618,1.669,0.6096088566,10.30691277,0.4335124707,842.5419588,3.379424679,162.5249695,53.5259665
2015-02-01/04:38:26,283.032,7271.408491,4209.66,1841.23,-5635.78,-65.8827,281.681,0.919204,2.45786,3.07935,39.107784,17.1464,-258.76818,124.69703,-129.36586,-524.67385,54.232611,-11.361587,527.5916135,-496.20555,64.687246,-10.778429,-0.75649976,4.7194553,2.8393045,5.559424454,-1.563653,13.577058,7.8576303,5.87402,16.1685,5.60634,16.0297,23.2293,0.246314,1.31704,0.88516475,0.28779102,-0.36559498,0.600667,0.0,0.799499,0.970115,913.933,78.000394,86.928627,86.3962,3.8091163,5.700758379,6.763960878,1.7713481,1.2314372,0.53991083,1.388,0.5326394686,11.79631942,0.5712673249,990.522942,3.025972621,145.4307608,54.62445339
2015-02-02/08:05:04,283.739,7452.465629,4489.67,1361.94,-5790.27,-68.2972,233.62,0.919745,1.92363,2.23471,19.023602,13.833755,-206.158,74.411937,-187.57174,-455.54844,42.636978,-14.778235,457.7779913,-416.62381,72.749371,-16.594637,-1.3341398,1.2616956,-1.3475158,2.277631143,-5.4224687,2.9053225,-5.9729496,2.40401,10.2569,2.30784,9.1965,19.49,0.140254,2.19844,0.76596901,0.13870987,-0.62773486,0.592718,0.0,0.80541,0.997929,1150.18,36.294488,64.64465,89.9744,4.5017638,9.195473556,12.61287916,4.7785256,2.7666488,2.0118768,1.1335,0.2182161574,28.79340092,0.336602886,2097.818955,3.552089786,164.3895007,52.95508599
2015-02-04/01:28:05,284.805,6667.934398,3729.67,2322.34,-5015.74,-62.2602,144.077,0.920582,3.2816,3.67062,7.0052609,10.891355,-183.22389,69.358843,-93.77311,-343.74543,24.116137,-11.91817,344.7963913,-319.95624,42.909111,-17.992454,-0.58133393,3.3756068,0.077074248,3.426165619,-3.5379368,10.170204,1.3361921,3.47768,11.049,3.52523,11.1338,22.2201,0.177992,1.62104,0.80205426,0.42648714,-0.41811204,0.595026,0.0,0.803706,0.977003,528.23,42.446432,45.295275,74.0559,4.2362077,6.135595421,8.123094807,1.9029665,0.74487699,1.1580896,1.3415,0.3282553886,19.14114901,0.3257598394,1050.390651,2.771563337,125.8612456,55.98954754
2015-02-04/05:55:39,284.918,7280.955299,4419.37,1346.75,-5627.41,-68.7309,280.986,0.920673,3.36035,3.67731,8.3028593,10.34972,-190.32619,46.206719,-69.224513,-354.89863,17.823633,-15.595927,355.6879987,-334.28338,35.222049,-37.877125,0.39497742,3.0358664,0.61945828,3.123494921,0.54498531,10.756026,5.0756793,3.2178,11.9466,3.14642,12.2228,18.182,0.0723131,1.87417,0.93833425,0.15897891,-0.30700903,0.587057,0.0,0.809545,0.956629,1081.87,37.438656,47.245167,77.7435,5.4273198,8.691334102,9.500554686,2.5494182,1.1348275,1.4145906,1.2535,0.2992569984,20.99595111,0.3549845186,1188.570361,2.769041086,124.3777196,52.62878392
2015-02-04/10:33:01,285.037,7118.04812,4259.95,1583.18,-5478.41,-67.2009,217.608,0.920768,3.26993,3.7638,6.7533216,10.959335,-157.82117,40.70719,-121.45804,-356.10815,5.8608032,-9.9897644,356.2964481,-312.77425,29.415091,-43.850513,0.28006409,3.4666961,0.38426081,3.499153343,0.6062947,10.994741,4.407373,3.70184,13.5703,3.50704,12.4266,21.938,0.139879,2.28789,0.86146432,0.20980879,-0.46244945,0.588308,0.0,0.808637,0.992248,908.689,42.302625,44.617896,76.9366,4.9262561,7.113626074,8.422561202,1.896233,0.72297859,1.1732544,1.349,0.3352482244,18.74188989,0.34661545,1062.783997,2.737040679,126.0856377,53.23948415
2015-02-04/15:11:56,285.156,6893.722287,4029.14,1916.3,-5255.21,-63.6667,156.73,0.920863,3.66095,3.77627,7.7904296,10.392214,-155.33935,59.82265,-113.53778,-338.96556,20.049106,-11.779752,339.7622405,-312.08338,32.965854,-25.85093,-0.66072279,2.7062393,-0.13595104,2.78904436,1.2017252,9.3443935,4.7045696,3.01246,12.052,2.88946,10.9803,19.4603,0.220467,2.19269,0.85960135,0.12084762,-0.49646891,0.591419,0.0,0.806364,0.99349,612.118,32.939474,47.004399,86.4351,4.9344888,8.594675361,10.31474396,3.2104533,1.3755321,1.8349212,1.2035,0.2672138309,23.51369795,0.3528828048,1271.499456,2.732517814,119.1620451,54.23479012
2015-02-05/09:34:25,285.629,6512.217418,3660.99,2357.37,-4842.41,-61.0993,251.481,0.921246,4.90599,5.03677,7.5060511,9.1838344,-155.55294,61.177465,-71.296245,-328.29758,20.239762,7.6334269,329.00945,-302.19368,52.883604,10.442172,-1.0436187,-0.60936452,-1.9790655,2.318871571,-4.6599502,4.8647871,-3.8890335,2.31877,8.1327,2.38855,8.35858,17.9608,0.116431,1.8715,0.72293908,0.25331013,-0.64280096,0.591003,0.0,0.80667,0.990273,400.869,23.521581,45.340711,80.9859,4.6518076,10.08091199,13.98755679,5.7791368,2.5990889,3.1800479,1.107,0.2221673361,28.28131901,0.443434908,1480.908291,2.366020272,102.9370025,55.79382104
2015-02-06/12:55:57,286.331,6944.290435,4207.56,1540.55,-5305.31,-68.8119,195.175,0.921822,4.1659,4.49103,6.8021231,13.423244,-148.73016,45.916938,-88.189724,-306.44674,21.423875,4.3061094,307.2248842,-288.9575,62.734083,8.3864397,-0.96868672,-1.1051444,-1.6985174,2.246031938,-3.7348646,-0.96918745,-4.7755541,2.27344,6.6617,2.2827,7.24804,16.5024,0.113076,2.70321,0.74273731,0.087560108,-0.66383319,0.580653,0.0,0.814151,0.989045,999.286,24.394403,47.74207,82.0335,4.2704752,9.370677727,12.59407267,6.5111648,2.1898117,4.3213531,1.095,0.2151886886,29.19849248,0.3283281311,1427.699969,2.505656555,111.7070098,52.70621735
2015-02-06/22:10:46,286.568,6672.316022,3954.39,1908.33,-5024.03,-65.4465,68.2097,0.922019,4.36694,6.03722,6.9123855,15.17451,-150.0748,39.689349,-93.947572,-296.11851,31.046402,19.377162,298.3714555,-282.61038,56.132575,27.89562,-0.40308571,-2.2335623,-1.8014012,2.897641269,-4.7445851,-4.3080017,-7.3784151,3.06088,10.2807,2.9235,10.113,20.0183,0.153956,1.73795,0.7815796,0.038188453,-0.62263551,0.581712,0.0,0.813395,0.982212,647.061,30.514794,46.428074,75.5865,4.3906755,7.941049239,9.777927896,4.5441895,1.4221641,3.1220254,1.1335,0.2776183251,22.63245881,0.324622222,1074.75418,2.161105756,109.1053972,53.65426658
2015-02-08/05:54:47,287.379,8094.210651,5174.1,-945.915,-6152.25,-74.2769,274.001,0.922702,4.76899,5.85882,6.9912086,14.409753,-152.04482,18.269372,-85.626445,-301.11133,23.607105,-27.43865,303.2790925,-286.85265,32.374401,-60.666654,1.4565125,-7.4553089,2.4632683,7.985659032,2.7618193,-17.383864,5.2966251,8.50617,19.2334,8.03887,18.4595,25.6444,0.570359,1.52618,0.92544532,0.01361505,-0.37863649,0.583694,0.0,0.811974,0.968671,1885.82,80.29306,47.331892,87.7484,2.875267,3.337167435,3.777152005,0.63594547,0.20774895,0.42819652,1.951,0.7650930809,8.212314899,0.3662670336,396.3950271,2.193761666,104.4050826,50.26522627
2015-02-09/14:24:45,288.21,6462.423124,3913.97,1846.85,-4799.26,-60.5869,215.239,0.923416,9.89237,10.6411,12.650744,11.407576,-152.26428,64.01474,-82.10103,-333.13449,0.64876963,7.4258262,333.217875,-307.46169,-3.1523886,6.2695262,2.5249564,-2.9298447,1.4474304,4.129703325,10.282188,-15.400168,5.7146304,4.64919,20.9582,4.21397,19.7896,26.4227,0.186824,2.2267,0.81990515,0.35683203,-0.44769012,0.574568,0.0,0.818457,0.984757,238.976,29.22386,55.103249,84.7655,4.431865,9.452264391,11.40225401,5.3967561,2.8378116,2.5589445,1.1165,0.3956601988,15.88025616,0.9171564152,842.1819431,1.627800805,72.49109687,52.72433182
2015-02-11/03:00:37,289.144,6643.038324,4171.9,1299.19,-5003.73,-64.9557,32.298,0.924237,3.34177,4.42273,13.530745,23.393465,-148.99158,99.769555,-62.820714,-379.56039,66.442164,37.242918,387.12748,-357.98804,55.913498,50.96591,2.6275141,-4.080921,0.68633144,4.901917727,3.7716025,-14.775876,-0.45858034,5.21882,15.6756,4.98645,15.4769,23.8067,0.344704,0.920461,0.90793681,0.13943636,-0.3952319,0.56724,0.0,0.823552,0.984607,471.854,59.497658,62.083852,71.6241,4.1238621,5.883794375,6.50660031,1.9982697,0.73225878,1.2660109,1.318,0.4696448121,13.37858983,0.4181874857,824.2984272,2.524929797,124.7230059,51.09648295
2015-02-11/16:42:34,289.493,6599.212359,4160.38,1283.54,-4959.17,-65.9863,189.665,0.924548,3.86957,5.57614,8.7860022,18.217511,-144.83527,51.048037,-80.735547,-342.08523,26.194075,29.134606,344.3214478,-326.55941,38.839887,42.674981,0.94303134,-3.0257986,1.047271,3.337894819,-1.4529436,-8.3463806,-5.1616564,3.46876,12.85,3.39162,10.8289,22.6929,0.107363,2.70316,0.8584185,0.17578344,-0.48188989,0.56541,0.0,0.82481,0.996709,493.514,37.607306,51.131044,86.0998,4.7776588,8.059271182,9.155706282,3.6577876,1.1901166,2.467671,1.177,0.319798306,19.64733768,0.383069288,1076.683151,2.248680152,115.9053528,50.91771451
2015-02-12/01:53:37,289.728,6172.981542,3795.57,1893.96,-4484.67,-61.8181,62.1899,0.924759,3.31936,4.93513,8.3835917,23.269457,-169.70464,104.41061,-46.588347,-341.04802,38.621885,13.966816,343.5119705,-324.60683,52.249981,46.612313,2.3181768,-1.0031671,1.6922628,3.040401502,5.0132604,-3.1270075,5.8605158,3.15141,8.53987,3.16502,9.1718,19.1702,0.253404,1.77478,0.85469314,0.3700894,-0.36405146,0.563771,0.0,0.825931,0.976163,260.083,37.891808,53.276862,70.9175,4.371485,7.449697112,9.065599892,4.2234517,1.1186188,3.1048329,1.1385,0.2912959522,21.56976525,0.3270578543,1179.254184,2.390260433,125.143319,52.05765649
2015-02-13/05:14:02,290.423,6479.437214,4130.06,1231.41,-4838.32,-62.8682,20.0981,0.925389,6.8418,10.4955,8.7183046,16.529755,-150.19496,46.521906,-82.503441,-334.36784,10.884287,22.741891,335.3170347,-328.21168,30.609873,33.188397,0.56903226,-5.8823358,0.68644917,5.949528102,2.9215213,-17.263705,-0.047239277,6.3454,18.2816,5.99488,18.1068,31.2293,0.157396,2.87877,0.84756849,0.20669799,-0.48877766,0.559663,0.0,0.82872,0.996029,305.166,49.990936,49.241392,79.6481,4.182166,5.846372096,6.707556639,1.9354776,0.66833187,1.2671457,1.346,0.5700146685,11.02284845,0.6423446095,588.260361,1.63905284,87.16651035,50.40101818
2015-02-13/14:08:43,290.649,7250.399158,4664.34,-224.35,-5546.34,-72.3252,221.183,0.925596,5.54538,6.37143,8.2469263,14.25896,-148.9183,21.688261,-92.707897,-325.54772,17.273001,1.8190161,326.0107105,-311.86664,44.779095,-4.5621827,-1.7797264,-4.2504418,-3.1838502,5.600944889,-1.0457401,-17.325503,-4.5264216,5.44044,18.4627,5.68773,18.186,25.6661,0.167582,2.18552,0.89071196,0.095632584,-0.44439465,0.569258,0.0,0.822159,0.982875,1061.35,52.682896,50.060834,84.0889,3.983654,5.488038225,6.188169886,1.5534578,0.56924006,0.98421774,1.4435,0.5366174744,11.70887197,0.4921319079,607.5290614,2.103662489,96.8209169,49.96003221
2015-02-14/17:37:48,291.349,6097.566027,3882.36,1609.6,-4417.78,-62.1595,208.404,0.926244,11.3138,16.4042,6.5548673,9.8995285,-133.76814,55.194285,-75.625709,-318.13294,25.095074,-11.050156,319.3124429,-308.16883,46.678518,-11.964281,2.7637277,-1.9234829,2.0050945,3.918977063,7.8722539,-12.517241,4.8927561,4.19008,14.8411,4.07701,16.2337,31.0152,0.295965,3.26592,0.85888929,0.30127746,-0.41417519,0.553277,0.0,0.832998,0.987824,95.768,26.438265,41.242781,75.7635,5.363832,9.875976897,12.07766254,4.5098141,1.7965554,2.7132588,1.135,0.3754708563,16.73414914,0.9632225859,850.4320309,1.311043173,67.78453145,50.45333147
2015-02-18/16:28:12,293.75,5866.143878,3879.9,1434.02,-4159.52,-57.5761,264.708,0.928543,16.3166,24.0163,5.91749,12.102045,-148.97926,48.689682,-87.253239,-301.34596,15.782955,-1.7025099,301.7637947,-282.50055,35.644612,9.6246454,-0.74000677,4.2235212,0.27627091,4.296750745,0.95339625,11.335613,9.744021,4.48041,17.3017,4.48225,17.0028,34.0674,0.203594,5.02653,0.85319448,0.33218356,-0.40213588,0.535948,0.0,0.844251,0.982092,198.052,24.203448,41.626831,81.1572,5.2281289,10.37782845,12.46780189,5.8929369,1.9351995,3.9577374,1.105,0.411664742,15.26286968,1.240653221,733.032888,1.083531324,56.44428987,48.59284522
2015-02-19/05:50:38,294.088,6520.645007,4305.82,210.295,-4892.29,-67.7011,51.8904,0.928876,8.31546,9.18839,15.770054,10.852107,-154.30139,36.682304,-81.422666,-327.68799,39.215569,-20.219602,330.6449938,-307.44701,51.611029,-26.312304,-0.83480731,5.2639851,-0.85610831,5.398088904,-6.7152057,8.6764303,-12.959091,5.83482,17.5089,5.474,17.5296,27.994,0.0755015,2.41752,0.90571182,0.098252249,-0.41235008,0.549143,0.0,0.835728,0.985476,420.865,41.405501,58.816637,88.7886,3.9568679,6.873490396,7.985532981,2.9748829,1.7622185,1.2126644,1.222,0.5171821705,12.14888228,0.7590959206,639.3201714,1.751760829,79.0663531,48.6744576
2015-02-19/10:25:09,294.204,6152.704508,4105.52,854.531,-4502.25,-63.1817,354.195,0.928991,8.0486,9.14547,11.588005,12.211671,-139.83785,45.367635,-84.197925,-327.94265,24.911676,-9.4470495,329.0231299,-309.32189,45.913248,-11.962048,0.31702258,4.5979714,-0.69704665,4.66130007,-0.25556849,15.724897,3.3013404,4.87531,16.4521,4.68677,16.7038,28.7298,0.0834001,3.34424,0.91819323,0.17496114,-0.35540089,0.54041,0.0,0.841402,0.978894,155.16,36.033755,53.668149,73.2511,4.5804385,8.142328104,9.130969835,3.511516,1.7097487,1.8017673,1.173,0.4465916235,14.0691965,0.7275446955,736.7427256,1.755866554,80.36642965,48.14322905
2015-02-19/14:52:49,294.317,6277.610797,4184.93,603.976,-4640.04,-67.1416,280.996,0.929103,7.73172,11.6984,12.445601,19.126594,-162.13622,40.174285,-120.68612,-340.04332,41.339292,-33.084617,344.1409427,-322.89955,46.956978,-52.866182,0.80501462,2.3653011,4.5229981,5.167224559,-3.6708126,13.938152,-5.0002781,5.1133,16.8941,5.23452,16.0555,28.9079,0.333063,2.81947,0.90252149,-0.0052976521,-0.43061223,0.546165,0.0,0.837678,0.988867,349.393,41.061553,56.557149,76.1876,4.2179805,7.132432724,8.381099046,3.5873743,1.4141249,2.1732494,1.173,0.4950634308,12.6916773,0.7646017389,695.1451496,1.552498852,81.99677811,48.19144672
2015-02-20/04:26:53,294.659,6192.37808,4146.84,670.579,-4549.68,-64.1648,88.3897,0.929443,6.63796,7.29582,8.0747852,11.257433,-159.23078,38.479003,-110.35582,-346.07158,20.356609,-36.471212,348.582959,-327.49666,22.839907,-59.021609,1.7593602,2.3828857,2.9663321,4.191970742,1.4232562,11.39152,5.5823855,4.2601,16.2365,4.26808,13.1999,28.7773,0.106155,2.70065,0.93215899,0.13260871,-0.33688952,0.539907,0.0,0.841725,0.975006,183.892,36.133663,47.65368,76.808,5.175319,8.513045071,9.647041846,2.8366147,1.1848125,1.6518021,1.2245,0.4016259393,15.64437127,0.6734935035,867.9293962,1.965882088,88.49475505,47.9585221
2015-02-20/17:48:35,294.996,6836.860357,4415.84,-631.428,-5181.15,-72.9639,222.014,0.929782,4.09313,4.52825,6.6952209,15.374605,-150.46622,39.754976,-107.95185,-301.33011,15.095653,-28.281596,303.0306298,-287.50709,23.062972,-59.137305,0.11821731,3.5818781,0.56749743,3.628481692,1.0275646,10.476797,3.3846763,3.89364,12.5395,3.65794,11.1791,18.8805,0.188949,1.50778,0.87255254,0.081713307,-0.48163782,0.567342,0.0,0.823483,0.98417,774.67,39.437049,48.997621,88.0651,3.9446179,6.290312211,7.683907328,2.7185214,0.82470526,1.8938161,1.2445,0.3476389645,18.07388109,0.3138448964,871.6820056,2.495337672,112.6956306,49.7677792
2015-02-21/16:39:25,295.572,5367.925107,3614.3,1853.32,-3509.51,-55.3245,289.725,0.930364,13.9339,14.2434,4.8966284,8.6946362,-130.05801,54.27976,-84.497231,-293.59489,19.60295,-8.6767773,294.3764963,-270.05335,47.948315,-17.039885,-0.14547109,2.7046342,1.1700041,2.950443626,-0.70830447,10.695687,3.2918505,3.1622,11.3976,3.01046,12.4564,33.0161,0.122646,3.94313,0.89166986,0.17379258,-0.41799641,0.530085,0.0,0.847944,0.995038,442.109,17.5911,39.96177,87.1106,5.835709,14.48209637,16.73439957,8.4142721,3.0314739,5.3827982,1.0735,0.2826772336,22.22741898,1.008243495,1041.387354,1.406979228,61.07992601,47.67662828
2015-02-22/01:35:56,295.796,5882.749777,4008.3,950.686,-4199.58,-62.7178,149.939,0.930593,14.6049,16.0458,5.6304908,9.9937444,-123.68221,45.008136,-76.701524,-301.99484,18.695235,8.0709356,302.6805828,-288.15394,29.218637,42.102194,3.5348658,1.7096573,4.0781144,5.661203173,7.7392474,4.7749024,15.1553,5.18257,20.6709,5.76978,18.4195,32.2339,0.237117,2.72374,0.91135471,0.14378014,-0.38569401,0.529378,0.0,0.848386,0.989125,94.4091,32.931151,42.079994,70.4498,5.230081,8.370473532,9.191315019,2.7601179,0.99466107,1.7654569,1.22,0.5423907232,11.58424184,1.117259835,558.048967,1.325604085,59.66031652,47.0495961
2015-02-22/10:32:47,296.021,6228.448412,4190.14,269.474,-4600.4,-66.5434,11.4081,0.930823,13.0182,13.8954,10.151911,10.536256,-156.84052,23.706907,-82.111812,-339.04809,14.198204,17.881761,339.8160586,-317.52803,22.26929,32.8142,2.3144038,9.4388187,1.1864344,9.790576591,1.2637283,28.718313,5.7328339,10.3268,31.9464,9.82627,29.7957,44.5839,0.309325,3.90276,0.87648538,0.1552306,-0.45571575,0.538237,0.0,0.842794,0.988445,185.7,59.403111,50.665631,72.4449,3.9271712,5.102690639,5.720509463,1.1231721,0.55115289,0.5720192,1.585,0.9380193141,6.698353875,1.255235495,362.2697886,1.424488654,63.19160372,47.72093753
2015-02-23/13:33:22,296.7,6436.119133,4259.67,-291.687,-4815.99,-68.4757,330.471,0.931524,6.50774,6.94191,12.574453,11.552553,-135.4503,35.329229,-91.928932,-308.14519,27.964078,-13.554723,309.7082148,-287.79506,40.937789,-45.386116,0.43042713,-4.100877,-0.17922284,4.127296998,0.61961502,-11.6946,0.0061524859,3.91729,14.3132,4.22937,12.3513,25.1224,0.186633,2.85029,0.91074991,0.012613876,-0.41276566,0.546046,0.0,0.837755,0.987546,320.411,36.162342,55.188309,84.2395,4.1676892,7.596176831,8.564384872,3.534541,1.8421233,1.6924177,1.1825,0.3954296525,15.88951478,0.5212212562,783.2195001,2.015371124,89.3757605,48.55977859
2015-02-23/17:58:50,296.811,6789.414417,4324.14,-1013.24,-5135.3,-72.5622,247.741,0.93164,6.67908,7.7428,11.398284,10.305961,-153.75464,16.191799,-113.18017,-317.84933,18.643363,-19.999863,319.0231435,-306.91556,32.798648,-41.877325,-0.70301937,-3.2548363,-1.3604692,3.597092162,-1.1252225,-10.971583,-4.166757,3.63985,12.3581,3.63985,12.3581,25.4926,0.105328,1.76361,0.88768915,0.11369311,-0.4461859,0.565258,0.0,0.824914,0.967267,601.613,30.720049,51.691853,83.8223,4.5136601,8.825120129,10.38485139,4.4059901,2.3138666,2.0921235,1.144,0.3446315843,18.23160033,0.5676066839,925.6932852,1.908294947,88.22192388,50.43936963
2015-02-24/12:08:58,297.268,5935.042803,4078.19,501.663,-4282.69,-66.8234,4.18563,0.932118,4.24883,4.31525,9.0610228,10.208123,-139.48441,31.426468,-95.659069,-348.26449,35.004357,-6.314721,350.0761856,-327.77856,38.460511,-50.815138,-0.17758282,-2.353005,-2.1615651,3.200083104,-0.051818403,-10.336349,-2.9360668,3.47288,11.9472,3.24898,11.2764,23.8429,0.0851187,2.55497,0.92824484,0.050377014,-0.36854264,0.5347,0.0,0.845042,0.983261,115.91,34.380193,49.092105,80.7706,5.3409063,9.283951863,10.18249623,3.1231186,1.468599,1.6545196,1.2065,0.3065947884,20.49345111,0.4347914216,1141.820406,2.556180635,110.6114714,46.59606416
2015-02-24/16:36:03,297.379,6280.562772,4204.96,-165.222,-4662.24,-70.1764,288.795,0.932235,3.57503,5.09046,7.166296,13.089985,-133.00423,63.367295,-118.81847,-340.68213,27.223135,-15.763939,342.1314288,-322.8283,44.310222,-47.406017,2.198276,-0.96612161,2.815254,3.700197754,7.04823,-3.9556139,11.142623,4.25174,11.8099,3.76409,14.4237,19.7904,0.297529,2.85858,0.87689145,0.15911296,-0.45359061,0.547859,0.0,0.836571,0.978842,320.356,43.422685,45.002862,82.2816,4.6039084,6.615420457,7.879094275,2.0581123,0.72812189,1.3299904,1.3265,0.3545099645,17.72357885,0.3494234989,965.0826861,2.353509775,120.5854759,47.97000034
2015-02-25/10:52:08,297.836,5345.177219,3765.32,1402.18,-3525.22,-53.2227,50.3417,0.932718,11.3309,10.6101,7.2149763,5.818288,-139.23916,65.920255,-109.0754,-358.52392,45.176116,-7.3443293,361.4335649,-326.22602,76.084524,-19.945014,-1.0076559,2.1644027,0.35579208,2.413834598,-4.6388377,8.8386008,-1.1333298,2.70735,10.8946,2.50424,11.6035,25.7716,0.209373,3.7348,0.82099304,0.34520858,-0.45475429,0.525741,0.0,0.850644,0.987605,719.876,16.227082,41.803611,84.2484,6.1452327,16.97228096,22.27347868,9.4823295,5.2492438,4.2330856,1.0645,0.2312655902,27.16869942,1.235969759,1562.850594,1.630177079,67.73336371,45.21623311
2015-02-26/13:52:16,298.512,5426.117912,3854.72,1116.53,-3652.02,-55.8705,12.1034,0.933441,23.6963,22.111,8.2820654,6.9762776,-144.40664,76.940568,-102.0325,-345.10964,35.032809,6.944416,346.9527147,-325.18053,60.88299,7.4155968,2.091114,4.0746117,4.0246719,6.096983038,5.4316064,14.515499,15.037279,6.21542,22.4724,6.18068,23.2217,52.2171,0.185661,5.20567,0.87031034,0.19744818,-0.45119191,0.52392,0.0,0.851768,0.997606,530.142,27.694402,45.154806,82.3793,5.6085264,10.70861137,12.52790057,3.8112379,2.0686992,1.7425387,1.1675,0.5841420875,10.75626195,2.381812635,593.9526052,1.129250597,46.83759395,44.7324427
2015-02-26/18:24:50,298.626,5288.991781,3775.32,1329.02,-3457.47,-55.2146,306.559,0.933563,22.3587,25.7455,9.0068188,8.0640892,-134.81227,53.026512,-94.429262,-333.11036,37.693718,4.8893967,335.2718815,-324.07655,40.022217,13.957613,1.5159799,4.5135142,3.3832283,5.840910821,-9.4749694,14.731711,-10.545286,5.86249,22.1323,5.86278,22.3347,43.4517,0.175947,6.99716,0.76105917,-0.061612867,-0.6457498,0.52392,0.0,0.851768,0.952458,702.971,27.04433,45.927737,77.0489,4.8830701,9.576737123,12.39712285,4.4714339,2.3591829,2.112251,1.1375,0.5596082224,11.22782878,2.098588495,599.1189337,1.04651114,48.21826424,44.45447644
2015-02-27/16:47:55,299.185,6050.832886,4112.23,-177.229,-4435.17,-66.2223,322.698,0.934167,7.34936,14.0945,20.157486,32.670272,-184.78902,71.938632,-172.91452,-377.26311,58.823333,-35.223414,383.4427305,-364.18623,75.244202,-44.661943,-4.2150978,1.7176664,-4.0292049,6.078809049,-11.315911,-1.4018527,-14.339004,6.47554,17.3454,6.23532,19.9894,35.091,0.308699,3.95717,0.81440877,0.055297045,-0.57765092,0.529419,0.0,0.848361,0.995319,8.52266,50.168383,69.651156,80.4325,3.3148247,5.65389543,7.643115196,4.0210975,1.53433,2.4867675,1.157,0.5824008669,10.78842025,0.9022710314,658.3828292,1.414391651,84.10272864,47.18652257
2015-03-01/13:45:49,300.307,6342.603194,4085.96,-1011.05,-4744.61,-71.4008,6.98171,0.935399,3.46894,4.18658,10.183136,18.008251,-142.46279,16.146935,-95.931233,-337.70061,34.856016,3.7844364,339.5157814,-324.57688,54.823324,-3.1868577,-0.55258836,-3.2513548,-0.69897041,3.371234427,-2.3763229,-8.7653869,-4.2670158,3.61788,11.7731,3.3973,10.4591,19.6358,0.0743572,1.34967,0.9040328,-0.022792351,-0.42685501,0.562909,0.0,0.826519,0.984878,276.925,39.786096,55.280102,87.8395,4.5185201,7.733914989,8.533528431,3.4119014,1.232428,2.1794734,1.191,0.32299252,19.45303658,0.3338898335,1051.156793,2.595164095,122.4155119,49.89362946
2015-03-01/18:14:31,300.418,6581.334634,4063.11,-1488.99,-4958.63,-72.3693,295.719,0.935522,3.93395,4.5195,10.514358,16.986308,-135.40773,1.4417792,-68.794207,-339.24807,29.130696,3.7675078,340.517319,-325.36964,63.298928,-3.9996743,-1.1812807,-3.0610875,-0.8245353,3.383125661,-2.0558178,-9.8560445,-3.5527209,2.80923,10.851,3.40946,11.012,25.6516,0.176978,1.82418,0.95714995,-0.0069504344,-0.28950934,0.572085,0.0,0.820194,0.944819,360.744,37.494475,55.639629,75.0866,4.8943708,8.694733635,9.081799893,3.7475832,1.4328173,2.3147659,1.1635,0.3241317998,19.38466177,0.3808848707,1050.552026,2.497752059,114.9530316,51.87576349
